timestamp,traffic_congestion_level,weather_condition_severity,route_risk_level,eta_variation_hours,eta_variation_new,treatment,propensity_score,traffic_group,weather_group,risk_group
2021-01-04 06:00:00,8.585794072138249,0.3092484370657312,8.887284727841577,4.770147677075077,3.993659646114378,1,0.3183098725110062,High Traffic,Mild Weather,High Risk
2021-01-04 07:00:00,8.755428618530315,0.9991511042795018,6.609701628606787,-1.7161365724508677,-2.0,1,0.3178210901329808,High Traffic,Severe Weather,High Risk
2021-01-04 09:00:00,4.128019700956395,0.6868361497657673,2.4364646561102514,-0.0933093258082438,-0.5867469120585479,1,0.1862486343716679,Low Traffic,Severe Weather,Low Risk
2021-01-04 12:00:00,9.259002799719909,0.9718892835658473,5.29082204271731,4.898684984980188,4.115647035141363,1,0.3435831466242109,High Traffic,Severe Weather,High Risk
2021-01-04 15:00:00,5.14127536654204,0.278252163517446,7.385161956874317,4.91165376193855,4.312359900384165,1,0.22119598931973822,High Traffic,Mild Weather,High Risk
2021-01-04 16:00:00,3.586470845538856,0.4340227507041532,9.99456265845365,-1.985002341369996,-2.0,1,0.17794601749291133,Low Traffic,Mild Weather,High Risk
2021-01-04 18:00:00,1.104580689915355,0.691384536925982,9.658695503990185,-1.7726654204577832,-2.0,1,0.14000891160407927,Low Traffic,Severe Weather,High Risk
2021-01-05 03:00:00,8.01472994224027,0.0131888168148259,0.5429191689538627,4.4501459397316125,4.022360760279178,1,0.3026754377525252,High Traffic,Mild Weather,Low Risk
2021-01-05 08:00:00,7.400214171470136,0.2523303350682818,2.205902452057339,4.388316699258559,3.8837292774076775,1,0.27075211955170975,High Traffic,Mild Weather,Low Risk
2021-01-05 15:00:00,9.212420911880688,0.4560047529254247,9.939054958482949,4.999912466030163,4.143368723987823,1,0.34532925165174505,High Traffic,Mild Weather,High Risk
2021-01-05 20:00:00,8.870876591163908,0.920809037138074,9.96478893803733,1.2164681270243394,0.2802631762943104,1,0.32838334348087,High Traffic,Severe Weather,High Risk
2021-01-06 02:00:00,1.3455806078465584,0.0261943466087285,9.847499818520898,2.441783763649151,1.9171569599111111,1,0.14047719164580358,Low Traffic,Mild Weather,High Risk
2021-01-06 15:00:00,4.777880607843693,0.2558957485751589,9.904323247002246,4.661942204102722,3.9450214124129985,1,0.21598746194051008,Low Traffic,Mild Weather,High Risk
2021-01-06 17:00:00,1.523659307657218,0.4038639625053452,8.047315552070154,4.974443127083344,4.5074075715241655,1,0.14443208121279794,Low Traffic,Mild Weather,High Risk
2021-01-06 20:00:00,8.155394028675563,0.1687078550231309,3.4137524692970467,-1.1627888297237414,-1.736531732684508,1,0.2955340524482719,High Traffic,Mild Weather,Low Risk
2021-01-06 21:00:00,4.064748629375216,0.7383253084792496,9.98588798383011,4.817456405704328,4.042267621604444,1,0.18901778102339015,Low Traffic,Severe Weather,High Risk
2021-01-07 06:00:00,9.992107426600468,0.048311309931806,5.391017494976886,3.534077851027889,2.8504761246109087,1,0.36694992095492984,High Traffic,Mild Weather,High Risk
2021-01-07 09:00:00,2.265583735744224,0.01845063634657,9.92041160702313,3.237277784230093,2.733739274462266,1,0.1540888387041066,Low Traffic,Mild Weather,High Risk
2021-01-07 11:00:00,8.066063000274657,0.9890096281066116,9.887753839093932,4.809256510862962,3.927897020959154,1,0.30077597378105436,High Traffic,Severe Weather,High Risk
2021-01-07 19:00:00,9.933624753621212,0.0184467711865301,9.999844325462426,4.951681640624183,4.191686082395741,1,0.37128150604244364,High Traffic,Mild Weather,High Risk
2021-01-08 06:00:00,8.20929796163718,0.1696981417183014,9.672482994214896,4.848646873113424,4.0823262965113285,1,0.3084208932448084,High Traffic,Mild Weather,High Risk
2021-01-08 07:00:00,9.831931934449026,0.0391986302519597,2.044574875101292,4.45670580976409,3.852892397630897,1,0.35918994012707406,High Traffic,Mild Weather,Low Risk
2021-01-08 10:00:00,0.4459716545422004,0.999999760449483,8.900411984912846,4.9841714139537165,4.412553077796645,1,0.12069730158043815,Low Traffic,Severe Weather,High Risk
2021-01-08 13:00:00,8.693854683170464,0.0844391533232772,8.864429393965894,4.999999934329416,4.3122829123397795,1,0.31729209737688624,High Traffic,Mild Weather,High Risk
2021-01-08 23:00:00,9.059102503143087,0.884052784569329,4.602647643698699,2.1502843030675374,1.3302102770008135,1,0.32882819336288777,High Traffic,Severe Weather,Low Risk
2021-01-09 06:00:00,9.78403924887888,0.1054321178729036,0.9443023510502572,3.2278777721302783,2.6841902721467346,1,0.35879326249746984,High Traffic,Mild Weather,Low Risk
2021-01-09 09:00:00,8.339363673001607,0.8995586811572954,8.511147061492705,4.7151179474115805,3.8182580260968644,1,0.31918024409488965,High Traffic,Severe Weather,High Risk
2021-01-09 15:00:00,7.728989535974038,0.1434908311784781,9.808444342264757,3.4503656833115226,2.6925653078233123,1,0.30339854892327717,High Traffic,Mild Weather,High Risk
2021-01-10 01:00:00,4.397396108062475,0.990662262217686,9.1905384177188,-0.6221874677406869,-1.3600909867012867,1,0.20939265772254928,Low Traffic,Severe Weather,High Risk
2021-01-10 06:00:00,8.989216428601349,0.8405032228839119,8.06341859621886,1.5754486478972378,0.6715637787711101,1,0.34622650517628845,High Traffic,Severe Weather,High Risk
2021-01-10 08:00:00,9.885421358014163,0.1149877834539427,7.071421689959543,3.645448484905861,2.9384880164851914,1,0.36526984416200126,High Traffic,Mild Weather,High Risk
2021-01-10 11:00:00,4.959542959591648,0.1708018682599942,0.5291718576369641,4.021724899175466,3.727194890307158,1,0.2106721534269869,Low Traffic,Mild Weather,Low Risk
2021-01-10 12:00:00,8.635032344958171,0.7251082824255892,8.911923668660393,3.702253297989178,2.88023782310892,1,0.3160407600804539,High Traffic,Severe Weather,High Risk
2021-01-10 21:00:00,9.296885666067652,0.4407397275870421,9.995770294634069,4.907073873371084,4.037854676633477,1,0.3569624215922032,High Traffic,Mild Weather,High Risk
2021-01-11 02:00:00,0.032284669327063,0.3645249586428313,3.908956426512229,-1.5368562907522851,-1.8535707259983236,1,0.11713284001632944,Low Traffic,Mild Weather,Low Risk
2021-01-11 04:00:00,9.971627653895371,0.9744010718898312,1.2688350638306205,0.6446645982468122,-0.027130953849098693,1,0.3641912041068061,High Traffic,Severe Weather,Low Risk
2021-01-11 07:00:00,9.986220905369724,0.715200559397609,9.754342981362672,4.718998821955189,3.8165460460486837,1,0.36860465335518533,High Traffic,Severe Weather,High Risk
2021-01-11 08:00:00,3.077156501577022,0.2596449679106386,1.7166354022781811,3.761248712059283,3.3464616843316737,1,0.16812149823370184,Low Traffic,Mild Weather,Low Risk
2021-01-11 23:00:00,9.74709984960177,0.313690104390949,8.024841044702129,2.5919870710270283,1.8498392068904184,1,0.3497399337410803,High Traffic,Mild Weather,High Risk
2021-01-12 02:00:00,6.243607642954094,0.1062416871995261,8.145680620446186,4.887359525121661,4.190375898153625,1,0.24047839056493495,High Traffic,Mild Weather,High Risk
2021-01-12 04:00:00,9.944829101630216,0.149726748085259,9.998420093453634,4.973619349248594,4.167930457097574,1,0.35776850079734396,High Traffic,Mild Weather,High Risk
2021-01-12 05:00:00,6.564403223236395,0.3372458888440866,9.74157905490501,-0.7277864113394714,-1.4565961185491993,1,0.2604197489031524,High Traffic,Mild Weather,High Risk
2021-01-12 06:00:00,0.647475978367257,0.1326837401215433,8.002468869298102,4.999999601161573,4.535426083470325,1,0.13095954438737206,Low Traffic,Mild Weather,High Risk
2021-01-12 08:00:00,8.509298222529221,0.8184248119602818,9.88747822459657,2.0236418379123853,1.0648024122735151,1,0.3151632258068297,High Traffic,Severe Weather,High Risk
2021-01-12 11:00:00,2.716238659049263,0.9944271489440032,9.131080410766304,3.3872976405117283,2.6827250783248044,1,0.15957279823959455,Low Traffic,Severe Weather,High Risk
2021-01-12 12:00:00,8.411682098358975,0.0467454260422429,9.864963423287104,-1.4151010390655572,-2.0,1,0.3054621939572119,High Traffic,Mild Weather,High Risk
2021-01-12 19:00:00,9.704258680207152,0.3574294343726193,8.253493675157854,1.560801058289946,0.815430788893743,1,0.35357027331288593,High Traffic,Mild Weather,High Risk
2021-01-12 22:00:00,7.913631537736015,0.966551229478112,7.893029536832564,-1.8003437892190397,-2.0,1,0.28847204834815304,High Traffic,Severe Weather,High Risk
2021-01-12 23:00:00,6.899399655416225,0.6224480318339941,2.393756563764045,4.974086755335556,4.372392605514958,1,0.25324209738917813,High Traffic,Severe Weather,Low Risk
2021-01-13 03:00:00,9.091121792052272,0.2802032937245178,1.7361598997744312,4.972233777933927,4.425113497246642,1,0.33232362851994185,High Traffic,Mild Weather,Low Risk
2021-01-13 07:00:00,4.757652018834028,0.3002884182214146,2.5156525734665176,-0.8906609747420136,-1.2818488365806204,1,0.21516649598511542,Low Traffic,Mild Weather,Low Risk
2021-01-13 16:00:00,6.406942564728677,0.5009092821374789,9.88861705866949,4.260445114184198,3.5083721231056777,1,0.253547489596744,High Traffic,Severe Weather,High Risk
2021-01-13 19:00:00,4.57477047723436,0.3161825243684413,5.959302706675844,4.988198865302303,4.492771029580757,1,0.1985323301177802,Low Traffic,Mild Weather,High Risk
2021-01-13 21:00:00,0.2796388595689182,0.0911480435883823,8.459539114201187,2.479095372303365,2.106003668398591,1,0.12618688062297612,Low Traffic,Mild Weather,High Risk
2021-01-14 03:00:00,9.92017448885051,0.0946445647106643,9.99999411011664,4.710411343995923,3.8936254361146325,1,0.3542913307501238,High Traffic,Mild Weather,High Risk
2021-01-14 07:00:00,9.001796356258192,0.0546184345234283,8.754269134855697,-0.9590442003082422,-1.6861606627905423,1,0.3281476892555049,High Traffic,Mild Weather,High Risk
2021-01-14 09:00:00,4.372214555230987,0.4322406610317403,5.319698452060103,-1.8890533039082864,-2.0,1,0.19763262166704154,Low Traffic,Mild Weather,High Risk
2021-01-14 11:00:00,9.13882922105278,0.4586085723157574,0.4065118944783888,0.5644088844027353,-0.10968071952115221,1,0.33022840563572914,High Traffic,Mild Weather,Low Risk
2021-01-14 13:00:00,9.964502372750893,0.9446169924676494,9.999966860095205,4.990302666476907,4.0635095979098725,1,0.35863247127431425,High Traffic,Severe Weather,High Risk
2021-01-14 15:00:00,5.326130665143182,0.9727012433477508,9.98712273080966,-1.8855354886792304,-2.0,1,0.22120922571129797,High Traffic,Severe Weather,High Risk
2021-01-14 16:00:00,5.48312079698308,0.0030521827778504,1.769261029513294,4.151401954511577,3.7471828643386775,1,0.23056699855522717,High Traffic,Mild Weather,Low Risk
2021-01-14 17:00:00,8.317485378052133,0.8692621162234316,4.769391189872512,4.245522728714255,3.4644718791880944,1,0.3100250295813748,High Traffic,Severe Weather,Low Risk
2021-01-15 00:00:00,7.150856695868832,0.9881281948142429,9.914752453408951,1.5675548627460718,0.727727242185827,1,0.27843500303374963,High Traffic,Severe Weather,High Risk
2021-01-15 04:00:00,9.592620453723269,0.8011326744775918,4.584968702956268,-1.6789056778475586,-2.0,1,0.34180079743694064,High Traffic,Severe Weather,Low Risk
2021-01-15 08:00:00,9.844735159723133,0.834581104739609,8.868427775859073,4.999982219684254,4.096775674352551,1,0.3498137032756729,High Traffic,Severe Weather,High Risk
2021-01-15 09:00:00,7.237717217133971,0.5380878779019933,4.888240811658926,0.8093414768892848,0.15396549140587767,1,0.2803494613362015,High Traffic,Severe Weather,Low Risk
2021-01-15 12:00:00,2.849619571035291,0.1427241727823189,9.994850726320974,4.825348209375672,4.318895281250789,1,0.17262656223029166,Low Traffic,Mild Weather,High Risk
2021-01-15 13:00:00,0.4923401147359893,0.0677074172041029,8.80802738726608,4.999729031403684,4.612925479341034,1,0.12482157303645401,Low Traffic,Mild Weather,High Risk
2021-01-15 19:00:00,9.88684660258402,0.2912660677964951,9.68814833792394,4.999891598812045,4.205646539243558,1,0.3585158700980053,High Traffic,Mild Weather,High Risk
2021-01-15 22:00:00,6.550053898494691,0.0091707082326507,9.999217289646882,2.5535399549936617,1.873591210701033,1,0.2519341782233479,High Traffic,Mild Weather,High Risk
2021-01-16 00:00:00,9.921746628224035,0.4665482022927038,9.934525883453846,4.790412565178444,3.8762299573752683,1,0.36988954518941913,High Traffic,Mild Weather,High Risk
2021-01-16 12:00:00,9.806551092068949,0.6680211934371909,1.2471311364132225,1.2310687375984624,0.4952313407461174,1,0.36480739430789466,High Traffic,Severe Weather,Low Risk
2021-01-16 13:00:00,0.2846699845883839,0.9997771781005692,0.3213961959359077,3.90031583256066,3.531368170374673,1,0.1178049386548142,Low Traffic,Severe Weather,Low Risk
2021-01-16 19:00:00,9.81874987019368,0.0119530470036425,0.1493319613710844,-0.6722298239183357,-1.1314354727001863,1,0.36738639849473226,High Traffic,Mild Weather,Low Risk
2021-01-17 08:00:00,9.362475519784809,0.5753611126739031,9.592553632302591,4.996872811136092,4.185536619191874,1,0.35659686299091475,High Traffic,Severe Weather,High Risk
2021-01-17 09:00:00,6.229850394288778,0.2067756509082152,8.197534331583213,4.92531171877326,4.197263604579852,1,0.25075797305319547,High Traffic,Mild Weather,High Risk
2021-01-17 16:00:00,8.669828201008865,0.7864150266804653,7.364292810448859,3.8165285959527546,3.0712450612025597,1,0.3182368992248621,High Traffic,Severe Weather,High Risk
2021-01-18 08:00:00,8.693775282108602,0.7723594190491517,7.243615759029497,-0.2294112926928315,-1.126500259334017,1,0.3234525168658915,High Traffic,Severe Weather,High Risk
2021-01-18 10:00:00,4.233363325232776,0.02097902978531,0.0320485981057011,2.698354064996571,2.3648974088838357,1,0.201980538037896,Low Traffic,Mild Weather,Low Risk
2021-01-18 12:00:00,7.770804706209905,0.2280080971570863,7.494937093857632,0.9595394405906958,0.17522012385105412,1,0.2902671612405602,High Traffic,Mild Weather,High Risk
2021-01-18 17:00:00,5.91424625643098,0.4063686153785957,9.615253450703038,4.986355239310563,4.211622484579896,1,0.24698067044388267,High Traffic,Mild Weather,High Risk
2021-01-18 18:00:00,1.6292634472074972,0.6397158083842791,0.9527804475179884,-0.7113998929508047,-0.9848508329124949,1,0.13891049696884614,Low Traffic,Severe Weather,Low Risk
2021-01-19 07:00:00,2.209812433331467,0.8714484507063124,9.98437071432808,3.056214531358972,2.3967786073994395,1,0.15818471743328336,Low Traffic,Severe Weather,High Risk
2021-01-19 10:00:00,8.403010311728412,0.0136089121726002,9.791739197946448,4.994229374037975,4.3650071081979185,1,0.3111254512534343,High Traffic,Mild Weather,High Risk
2021-01-19 20:00:00,5.679076677314096,0.6734683478736151,9.99991845928716,4.862368335145705,4.149800347016581,1,0.22628957034805083,High Traffic,Severe Weather,High Risk
2021-01-20 04:00:00,3.0701181234940256,0.9739893623135418,9.87817348498562,0.7772180890543368,-0.034965969543520714,1,0.17436469555559228,Low Traffic,Severe Weather,High Risk
2021-01-20 12:00:00,1.01484090190561,0.1713661799120659,9.99955203485076,4.190345014087731,3.7420166383640967,1,0.13917026281272518,Low Traffic,Mild Weather,High Risk
2021-01-20 13:00:00,8.542864723782436,0.6824186438402388,6.124504369008255,3.693765466481465,2.960622929724106,1,0.3120406884607982,High Traffic,Severe Weather,High Risk
2021-01-20 17:00:00,6.178777646736084,0.996678743148885,0.0034938768376618,3.9597333811452096,3.3447979969686332,1,0.24264887134329807,High Traffic,Severe Weather,Low Risk
2021-01-20 18:00:00,9.895177062886216,0.3879903319304986,9.994820309518708,4.930224332999331,3.9747261891371575,1,0.35654095872270286,High Traffic,Mild Weather,High Risk
2021-01-21 10:00:00,1.6968972653597243,0.0180644714245637,8.947521522924717,4.613714625509859,4.174198826988646,1,0.1425713213958823,Low Traffic,Mild Weather,High Risk
2021-01-21 16:00:00,9.773146014306354,0.1894105183658973,9.833517400962648,-0.0380702839911402,-0.8100214425491304,1,0.3503785159699379,High Traffic,Mild Weather,High Risk
2021-01-21 17:00:00,3.111403852444941,0.999986061790407,9.64775633067139,-0.6729409087925242,-1.3773100312643645,1,0.17558044685681226,Low Traffic,Severe Weather,High Risk
2021-01-21 18:00:00,6.797245051705255,0.6796803870712401,9.91735985448778,4.969702262233967,4.208136499786113,1,0.263991742321485,High Traffic,Severe Weather,High Risk
2021-01-21 19:00:00,9.92219241453093,0.9730420044389844,2.0023935293119632,4.044789017595016,3.36236110079484,1,0.3427747276163507,High Traffic,Severe Weather,Low Risk
2021-01-22 00:00:00,0.00808487999091,0.668730685137875,4.926932090053146,4.25336559163692,3.904020225164206,1,0.11650637788376596,Low Traffic,Severe Weather,Low Risk
2021-01-22 02:00:00,5.097215109256059,0.3401206770424829,7.329118770188955,4.066636871140419,3.504470264467955,1,0.22071843429322102,High Traffic,Mild Weather,High Risk
2021-01-22 03:00:00,9.668670874209704,0.9531640643224925,8.035581585978623,3.641729062276141,2.7664815053478864,1,0.3454222210888132,High Traffic,Severe Weather,High Risk
2021-01-22 18:00:00,0.0784229759702958,0.6936111472161736,0.9499103943794536,2.816179798374252,2.5789545260081144,1,0.11948454752449995,Low Traffic,Severe Weather,Low Risk
2021-01-22 19:00:00,1.861192351370276,0.2090229939270027,7.852446444221388,4.693888800527017,4.213533180930506,1,0.1492342720781315,Low Traffic,Mild Weather,High Risk
2021-01-22 23:00:00,2.782123718905237,0.993470947407765,9.998694877846823,2.0814007630323204,1.369056531126084,1,0.1667474096787117,Low Traffic,Severe Weather,High Risk
2021-01-23 02:00:00,5.030169152502725,0.7879601243271542,9.97649261024819,4.153828335791924,3.3638051435800698,1,0.2297730939230169,High Traffic,Severe Weather,High Risk
2021-01-23 03:00:00,4.759591488062023,0.7998197836626705,9.96212573198856,-0.1436610154922359,-0.8097964005934597,1,0.2207103702347185,Low Traffic,Severe Weather,High Risk
2021-01-23 04:00:00,9.939858551554057,0.1704722700236547,7.527558560240626,-1.3304244675348358,-2.0,1,0.37830753522595223,High Traffic,Mild Weather,High Risk
2021-01-23 07:00:00,5.069605220167476,0.0682426898215834,9.089690800787409,2.867341267264454,2.275847862903995,1,0.21759434385363347,High Traffic,Mild Weather,High Risk
2021-01-23 11:00:00,7.627673182912494,0.101174965017945,8.804731428776265,4.109802182759539,3.4491629130523203,1,0.305035855644864,High Traffic,Mild Weather,High Risk
2021-01-23 16:00:00,0.0737683549347354,0.4379891237432843,9.752170918965792,4.99754266448846,4.638011202979804,1,0.12045188141588464,Low Traffic,Mild Weather,High Risk
2021-01-23 18:00:00,9.516352802905852,0.0065277558799809,8.790836453575173,2.361607502416345,1.5870691391578329,1,0.35444495904350165,High Traffic,Mild Weather,High Risk
2021-01-24 02:00:00,2.2240476204883435,0.9689084471074396,9.999998888092222,-1.7366100782181737,-2.0,1,0.15761742991273192,Low Traffic,Severe Weather,High Risk
2021-01-24 06:00:00,2.107625514098625,0.9832060582742254,9.969034745451529,0.9889688845295476,0.2892290028282968,1,0.1629054635608561,Low Traffic,Severe Weather,High Risk
2021-01-24 07:00:00,5.250054807361893,0.9890412365747032,8.746863306155028,0.5097275573154407,-0.23943955743761336,1,0.23091954674679965,High Traffic,Severe Weather,High Risk
2021-01-24 09:00:00,9.071446304449392,0.944230299693454,6.667803504244272,3.212594226773533,2.257086169597266,1,0.34499200882269704,High Traffic,Severe Weather,High Risk
2021-01-24 22:00:00,2.5654759438072143,0.9672707184763332,9.967162182274748,4.641859789658078,3.905301463683106,1,0.17028283940557457,Low Traffic,Severe Weather,High Risk
2021-01-25 14:00:00,9.52502016899651,0.4793190488988874,8.844255915714353,-1.8346048646584951,-2.0,1,0.3519354658925954,High Traffic,Mild Weather,High Risk
2021-01-25 19:00:00,9.558951280931971,0.8939953648669184,9.891409008628935,4.152116321586183,3.2197177470593896,1,0.34231917085249763,High Traffic,Severe Weather,High Risk
2021-01-26 02:00:00,9.971184326719143,0.5084105327706436,0.1738066178726726,3.5854172103754385,2.9361932362110807,1,0.36152243546699353,High Traffic,Severe Weather,Low Risk
2021-01-26 10:00:00,4.906998187081629,0.784501500147703,9.787502307432067,4.999629787723837,4.220106208170367,1,0.20904189035853624,Low Traffic,Severe Weather,High Risk
2021-01-26 13:00:00,0.48756852834349,0.5032437510867512,9.979449583683506,2.8518197517784394,2.3885592252817633,1,0.12953539147761126,Low Traffic,Severe Weather,High Risk
2021-01-26 15:00:00,8.871665136103996,0.0277532232047308,5.601035172625064,4.93999621427587,4.30508684991325,1,0.31884452059063373,High Traffic,Mild Weather,High Risk
2021-01-27 00:00:00,9.0440144702439,0.8121635566608942,3.771741099291964,1.8522054050052037,1.0352005505525401,1,0.3217781237468324,High Traffic,Severe Weather,Low Risk
2021-01-27 02:00:00,9.49112455656098,0.0447937967052971,9.995978917126086,4.941831085667342,4.20282821756299,1,0.3406123386145338,High Traffic,Mild Weather,High Risk
2021-01-27 03:00:00,9.299753632644777,0.2499071991335293,9.003474105370342,1.7239198089530143,0.9381333466643895,1,0.3376266850871726,High Traffic,Mild Weather,High Risk
2021-01-27 11:00:00,8.521421667581585,0.4664899326897958,9.999855848600324,4.113421583250928,3.3620138881449844,1,0.3092232544990975,High Traffic,Mild Weather,High Risk
2021-01-27 17:00:00,5.680685281056844,0.4801183394785533,7.158683701286243,1.4528266543175237,0.7313639878764823,1,0.23616890479364328,High Traffic,Mild Weather,High Risk
2021-01-27 18:00:00,9.790994825835227,0.6015685141423044,1.0831433346051944,4.98858935734442,4.357121129012574,1,0.34291854580342185,High Traffic,Severe Weather,Low Risk
2021-01-27 21:00:00,9.868499832067688,0.877475486644415,9.226096307184886,4.990465957298906,4.057084155959153,1,0.356572225976775,High Traffic,Severe Weather,High Risk
2021-01-28 20:00:00,9.99341374870551,0.2722099729660512,3.3276924391971026,4.257365736708661,3.7359049094109684,1,0.36097007025224276,High Traffic,Mild Weather,Low Risk
2021-01-29 05:00:00,3.1103473959754977,0.675951963693663,0.0772511596692257,-0.7190453976967248,-1.1685807432357351,1,0.1743412477781284,Low Traffic,Severe Weather,Low Risk
2021-01-29 08:00:00,9.427554534980423,0.9941470843527768,7.9065627554390705,3.504898802223991,2.555686718088885,1,0.336645785833181,High Traffic,Severe Weather,High Risk
2021-01-29 10:00:00,8.809269798769538,0.042889010545541,4.627698401888795,2.4680306484799,1.8944771156773352,1,0.3276937190814057,High Traffic,Mild Weather,Low Risk
2021-01-29 14:00:00,4.649295735716315,0.5991137247372614,9.841831233852233,4.039988176261881,3.3509549347781156,1,0.2041549739019324,Low Traffic,Severe Weather,High Risk
2021-01-29 16:00:00,6.728425684191304,0.8311375981219155,6.220269711749848,1.6746632542383084,0.9171426174836032,1,0.2574637812640133,High Traffic,Severe Weather,High Risk
2021-01-29 19:00:00,4.250594117697561,0.2197474127362381,9.967583095777028,3.220860470054852,2.5498932397581786,1,0.20413040929860796,Low Traffic,Mild Weather,High Risk
2021-01-29 21:00:00,8.696268987479824,0.1069298849822904,9.496619035923864,2.6440285581557346,1.8590964702351545,1,0.3171570400802283,High Traffic,Mild Weather,High Risk
2021-01-30 05:00:00,9.48247003768817,0.9976103711239525,9.438678185476396,4.695340829950432,3.6809091473619784,1,0.3576072550839129,High Traffic,Severe Weather,High Risk
2021-01-30 06:00:00,0.0010038475693584,0.4989513023839673,9.85584791667135,2.7725541685841417,2.3122655012315714,1,0.12368890716392358,Low Traffic,Mild Weather,High Risk
2021-01-30 08:00:00,9.994137382850386,0.9780698756171988,9.988450081707889,-0.3845031831268912,-1.301704697339388,1,0.37564346351005223,High Traffic,Severe Weather,High Risk
2021-01-30 09:00:00,8.765511062827274,0.8614945726301407,9.794726050179216,1.205542554870414,0.2584809187586363,1,0.33220054084330297,High Traffic,Severe Weather,High Risk
2021-01-30 12:00:00,0.0504699856516169,0.7790841269539159,9.616365794765176,4.440879146679369,3.9986490184137518,1,0.12054747465999865,Low Traffic,Severe Weather,High Risk
2021-01-30 13:00:00,6.2461504232700085,0.2973506303105545,9.932891301962467,4.99749267426043,4.205366973794143,1,0.24951068356999992,High Traffic,Mild Weather,High Risk
2021-01-30 14:00:00,9.900437753494987,0.0660435423171798,6.570683677355758,0.2764938708783284,-0.4404037314057108,1,0.3646982596750522,High Traffic,Mild Weather,High Risk
2021-01-30 15:00:00,7.531405148272503,0.0705020943395729,9.99402480520881,4.17218488645217,3.4618431730906107,1,0.30238896205267857,High Traffic,Mild Weather,High Risk
2021-01-30 18:00:00,4.466331866038404,0.3305534022438742,8.674702324815593,4.962498934939396,4.35937564522586,1,0.20856444891972709,Low Traffic,Mild Weather,High Risk
2021-01-30 23:00:00,8.160144672939383,0.446043620924505,0.3381743156592974,4.944359269279314,4.421446809893112,1,0.3024168237892287,High Traffic,Mild Weather,Low Risk
2021-01-31 04:00:00,9.997744372954973,0.2480869720664593,3.7137263245386,-0.1380613361858396,-0.8075435671598854,1,0.36103332014923817,High Traffic,Mild Weather,Low Risk
2021-01-31 08:00:00,3.039158429766946,0.0702001624416196,9.959253657137156,4.999993149109479,4.492597153731831,1,0.18296625688689727,Low Traffic,Mild Weather,High Risk
2021-01-31 09:00:00,9.714476287718576,0.3748451907607208,9.059554622527711,4.198770617656871,3.4023511255902683,1,0.3710970924770579,High Traffic,Mild Weather,High Risk
2021-01-31 10:00:00,6.7914135063175385,0.8845538138732989,9.997468224279183,4.999559377288925,4.141275764778304,1,0.27402105455544723,High Traffic,Severe Weather,High Risk
2021-01-31 22:00:00,9.612948344548744,0.1527405107632542,9.999462449201022,-1.2424786819739506,-2.0,1,0.34930804706665536,High Traffic,Mild Weather,High Risk
2021-02-01 04:00:00,9.40394610161357,0.0060320499750298,9.87808299913982,3.7806383488283792,3.037507494944233,1,0.3486983899566186,High Traffic,Mild Weather,High Risk
2021-02-01 05:00:00,7.754431975643522,0.8536552648279759,8.973809100763113,4.984905471372353,4.205115921200535,1,0.29580164035063355,High Traffic,Severe Weather,High Risk
